Engine Fuel Type,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,MSRP
regular unleaded,4.0,MANUAL,2.0,Compact,2213
regular unleaded,4.0,MANUAL,2.0,Compact,2410
premium unleaded (required),4.0,MANUAL,4.0,Compact,24590
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27435
premium unleaded (required),4.0,MANUAL,2.0,Compact,23090
premium unleaded (required),4.0,MANUAL,2.0,Compact,22890
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25935
premium unleaded (required),4.0,MANUAL,2.0,Compact,24390
premium unleaded (required),4.0,MANUAL,4.0,Compact,23290
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26235
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24735
premium unleaded (required),4.0,MANUAL,2.0,Compact,24590
premium unleaded (required),4.0,MANUAL,4.0,Compact,23090
regular unleaded,4.0,MANUAL,4.0,Compact,19700
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26600
regular unleaded,4.0,AUTOMATIC,2.0,Compact,26225
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22300
regular unleaded,4.0,AUTOMATIC,2.0,Compact,23525
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23800
regular unleaded,4.0,MANUAL,4.0,Midsize,21500
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22400
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23300
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24800
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24800
regular unleaded,4.0,MANUAL,2.0,Compact,21600
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,32400
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,34400
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,49950
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,29980
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,27980
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,28030
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,30030
premium unleaded (required),6.0,MANUAL,2.0,Midsize,32700
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,30550
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,30350
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,28200
premium unleaded (required),6.0,MANUAL,2.0,Midsize,30550
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,54200
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,46200
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,46450
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,54500
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,56100
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,48100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,65990
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,68490
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,66900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,69400
regular unleaded,6.0,AUTOMATIC,4.0,Compact,30665
regular unleaded,6.0,AUTOMATIC,4.0,Compact,32895
regular unleaded,6.0,AUTOMATIC,4.0,Compact,35000
regular unleaded,6.0,AUTOMATIC,4.0,Compact,30365
regular unleaded,6.0,AUTOMATIC,4.0,Compact,33195
regular unleaded,6.0,AUTOMATIC,4.0,Compact,31670
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26510
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30435
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27545
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24990
regular unleaded,6.0,AUTOMATIC,4.0,Compact,35300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27920
regular unleaded,4.0,MANUAL,4.0,Compact,22435
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29440
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,4.0,Midsize,2655
regular unleaded,6.0,MANUAL,4.0,Midsize,2702
regular unleaded,6.0,MANUAL,4.0,Midsize,2937
regular unleaded,4.0,MANUAL,4.0,Compact,18750
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19490
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,2.0,Midsize,2000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26470
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23120
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30620
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29370
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24370
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29120
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29820
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28570
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25220
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27870
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23445
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25545
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26795
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28145
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31645
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29645
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27295
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31245
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32095
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25845
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28445
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29945
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25045
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24545
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23745
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29745
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20645
regular unleaded,4.0,MANUAL,2.0,Compact,19995
regular unleaded,4.0,MANUAL,2.0,Compact,23340
regular unleaded,4.0,MANUAL,2.0,Compact,21840
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22490
regular unleaded,4.0,AUTOMATIC,2.0,Compact,23990
regular unleaded,4.0,MANUAL,2.0,Compact,21990
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24140
regular unleaded,4.0,MANUAL,2.0,Compact,23490
regular unleaded,4.0,MANUAL,2.0,Compact,20145
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20795
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22640
regular unleaded,4.0,MANUAL,2.0,Compact,22140
regular unleaded,4.0,MANUAL,2.0,Compact,24440
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22790
regular unleaded,4.0,MANUAL,2.0,Compact,20295
regular unleaded,4.0,AUTOMATIC,2.0,Compact,25090
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20945
premium unleaded (required),6.0,MANUAL,2.0,Compact,29145
premium unleaded (required),6.0,MANUAL,2.0,Compact,38545
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,49470
premium unleaded (required),6.0,MANUAL,2.0,Compact,34195
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,45170
premium unleaded (required),6.0,MANUAL,2.0,Compact,34185
premium unleaded (required),6.0,MANUAL,2.0,Compact,38955
premium unleaded (required),6.0,MANUAL,2.0,Compact,34595
premium unleaded (required),6.0,MANUAL,2.0,Compact,29510
premium unleaded (required),6.0,MANUAL,2.0,Compact,34560
premium unleaded (required),6.0,MANUAL,2.0,Compact,39130
premium unleaded (required),6.0,MANUAL,2.0,Compact,34735
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33540
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37090
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30890
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33015
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35640
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27230
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34990
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30915
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33690
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33165
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31065
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27380
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35790
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35140
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37240
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31040
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33315
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37390
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35940
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31190
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31215
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35290
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27530
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33840
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26395
regular unleaded,4.0,MANUAL,4.0,Compact,22395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25095
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23395
regular unleaded,4.0,MANUAL,4.0,Compact,21595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29995
regular unleaded,4.0,MANUAL,4.0,Compact,22495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25195
regular unleaded,4.0,MANUAL,4.0,Compact,21695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21920
regular unleaded,4.0,MANUAL,4.0,Compact,21240
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23945
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32200
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31250
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31250
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,40615
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,48150
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,38715
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,43950
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,45850
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,50050
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,40805
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,43950
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,50050
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,45850
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,38905
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,48150
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,39495
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,49995
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,47995
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,45795
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,41495
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,43795
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39015
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44190
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40915
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44050
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,51650
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42150
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49750
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46090
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44190
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42150
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41105
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49750
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46090
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39205
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,51650
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44050
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49795
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44095
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42195
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46095
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44195
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,51695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19960
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21960
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26240
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23210
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21210
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19960
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21960
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23210
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26240
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21210
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24045
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24815
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26065
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29070
regular unleaded,4.0,MANUAL,4.0,Midsize,21395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27820
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27970
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29220
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26215
regular unleaded,4.0,MANUAL,4.0,Midsize,21545
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24965
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22945
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24395
regular unleaded,4.0,MANUAL,4.0,Midsize,21795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26465
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24445
regular unleaded,4.0,MANUAL,4.0,Midsize,21795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24895
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29870
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28570
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29470
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25215
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25215
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23595
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28220
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26515
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,21700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22490
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,21990
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26390
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26590
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22190
regular unleaded,6.0,AUTOMATIC,4.0,Compact,28630
regular unleaded,6.0,AUTOMATIC,4.0,Compact,31630
regular unleaded,6.0,AUTOMATIC,4.0,Compact,23710
regular unleaded,6.0,MANUAL,4.0,Compact,25260
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29355
regular unleaded,6.0,AUTOMATIC,4.0,Compact,31045
regular unleaded,6.0,AUTOMATIC,4.0,Compact,23710
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29355
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27960
regular unleaded,6.0,AUTOMATIC,4.0,Compact,30155
regular unleaded,6.0,MANUAL,4.0,Compact,28210
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27960
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26405
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29985
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26810
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27315
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26405
regular unleaded,6.0,AUTOMATIC,4.0,Compact,22560
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26325
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27880
regular unleaded,6.0,AUTOMATIC,4.0,Compact,25305
regular unleaded,6.0,AUTOMATIC,4.0,Compact,28255
regular unleaded,6.0,AUTOMATIC,4.0,Compact,23630
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27005
regular unleaded,6.0,AUTOMATIC,4.0,Compact,23630
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29275
regular unleaded,6.0,AUTOMATIC,4.0,Compact,22755
regular unleaded,6.0,AUTOMATIC,4.0,Compact,33180
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27880
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29275
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26325
regular unleaded,6.0,AUTOMATIC,4.0,Compact,30180
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,55850
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,53350
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,57100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54800
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,59000
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,64850
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,61350
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,59000
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54800
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,62350
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,63100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,59900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,59900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,65600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,55600
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,54200
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,62250
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,55600
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,56700
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,62600
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,54650
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,54650
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,57050
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,52150
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,52150
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,54550
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24699
regular unleaded,4.0,MANUAL,2.0,Compact,20699
regular unleaded,4.0,AUTOMATIC,2.0,Compact,21699
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24699
regular unleaded,4.0,AUTOMATIC,2.0,Compact,19999
regular unleaded,4.0,MANUAL,2.0,Compact,18999
regular unleaded,4.0,MANUAL,2.0,Compact,19499
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20499
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24699
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24699
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40095
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40900
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19800
regular unleaded,4.0,MANUAL,4.0,Compact,18800
regular unleaded,4.0,MANUAL,4.0,Compact,18800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19800
regular unleaded,4.0,MANUAL,4.0,Compact,18800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19795
regular unleaded,4.0,MANUAL,4.0,Compact,15995
regular unleaded,4.0,MANUAL,4.0,Compact,18995
regular unleaded,4.0,MANUAL,4.0,Compact,15995
regular unleaded,4.0,MANUAL,4.0,Compact,19495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20295
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17195
regular unleaded,4.0,MANUAL,4.0,Compact,15995
regular unleaded,4.0,MANUAL,4.0,Compact,19495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20295
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21250
regular unleaded,4.0,MANUAL,4.0,Compact,20250
regular unleaded,4.0,MANUAL,4.0,Compact,22785
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25770
regular unleaded,4.0,MANUAL,4.0,Compact,23270
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23585
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20275
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24085
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25285
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21475
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24070
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22385
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23885
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22635
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24335
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25585
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20525
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21775
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24320
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24185
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22075
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20825
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22935
premium unleaded (required),4.0,MANUAL,2.0,Compact,43995
premium unleaded (required),4.0,MANUAL,2.0,Compact,54990
premium unleaded (required),4.0,MANUAL,2.0,Compact,47250
premium unleaded (required),4.0,MANUAL,2.0,Compact,47250
premium unleaded (required),4.0,MANUAL,2.0,Compact,54990
premium unleaded (required),4.0,MANUAL,2.0,Compact,51845
premium unleaded (required),4.0,MANUAL,2.0,Compact,54990
premium unleaded (required),4.0,MANUAL,2.0,Compact,57950
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49305
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39050
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43450
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45450
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47305
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43660
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49515
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39065
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47515
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45660
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39065
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45765
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47625
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43765
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49625
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29450
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27655
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25565
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29435
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27950
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26155
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30935
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31285
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25565
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29785
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28850
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27350
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26355
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27855
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31965
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26865
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30565
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25565
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28365
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30465
